alpha,x_c,Cf_x_upper
4,0.47325,-0.005476
4,0.48115,-0.005412
4,0.48901,-0.00535
4,0.49682,-0.00529
4,0.50459,-0.005229
4,0.5123,-0.00517
4,0.51997,-0.005112
4,0.52759,-0.005057
4,0.53517,-0.005003
4,0.5427,-0.004949
4,0.55018,-0.004895
4,0.55762,-0.004842
4,0.56501,-0.004791
4,0.57236,-0.00474
4,0.57966,-0.00469
4,0.58692,-0.004641
4,0.59413,-0.004593
4,0.6013,-0.004545
4,0.60842,-0.004497
4,0.6155,-0.00445
4,0.62254,-0.004404
4,0.62954,-0.004359
4,0.63649,-0.004315
4,0.6434,-0.004271
4,0.65027,-0.004229
4,0.65709,-0.004187
4,0.66388,-0.004145
4,0.67062,-0.004103
4,0.67732,-0.004062
4,0.68398,-0.004022
4,0.69061,-0.003982
4,0.69719,-0.003942
4,0.70373,-0.003904
4,0.71023,-0.003865
4,0.71669,-0.003828
4,0.72311,-0.00379
4,0.72949,-0.003754
4,0.73583,-0.003717
4,0.74214,-0.003681
4,0.7484,-0.003645
4,0.75463,-0.00361
4,0.76082,-0.003575
4,0.76697,-0.003541
4,0.77309,-0.003508
4,0.77916,-0.003475
4,0.7852,-0.003443
4,0.79121,-0.003411
4,0.79717,-0.00338
4,0.8031,-0.003349
4,0.809,-0.003319
4,0.81486,-0.00329
4,0.82068,-0.003262
4,0.82647,-0.003235
4,0.83222,-0.003209
4,0.83793,-0.003183
4,0.84362,-0.003159
4,0.84926,-0.003136
4,0.85488,-0.003116
4,0.86045,-0.003096
4,0.866,-0.003078
4,0.87151,-0.003062
4,0.87699,-0.003049
4,0.88243,-0.003038
4,0.88784,-0.00303
4,0.89322,-0.003025
4,0.89856,-0.003024
4,0.90387,-0.003025
4,0.90915,-0.003032
4,0.9144,-0.003043
4,0.91962,-0.003059
4,0.9248,-0.003082
4,0.92995,-0.003111
4,0.93507,-0.00315
4,0.94016,-0.003198
4,0.94522,-0.003259
4,0.95025,-0.003333
4,0.95524,-0.003427
4,0.96021,-0.003543
4,0.96514,-0.003695
4,0.97005,-0.003875
4,0.97492,-0.004145
4,0.97977,-0.004432
4,0.98458,-0.005016
4,0.98937,-0.005515
4,0.99413,-0.00783
4,0.99825,-0.008556
8,6e-05,0.000346
8,0.00026,-0.00282
8,0.00068,-0.006401
8,0.00131,-0.010171
8,0.00214,-0.014178
8,0.00316,-0.017751
8,0.00434,-0.020703
8,0.00568,-0.023068
8,0.00715,-0.024768
8,0.00875,-0.025941
8,0.01046,-0.026598
8,0.01228,-0.02678
8,0.01419,-0.026715
8,0.0162,-0.026428
8,0.01829,-0.02585
8,0.02048,-0.025054
8,0.02274,-0.024169
8,0.02509,-0.023228
8,0.02752,-0.02224
8,0.03002,-0.021186
8,0.03261,-0.020084
8,0.03528,-0.019002
8,0.03803,-0.017948
8,0.04085,-0.01693
8,0.04376,-0.015915
8,0.04675,-0.014938
8,0.04982,-0.013986
8,0.05298,-0.013114
8,0.05622,-0.012276
8,0.05954,-0.011501
8,0.06295,-0.010815
8,0.06645,-0.010214
8,0.07005,-0.0097
8,0.07373,-0.009273
8,0.0775,-0.008932
8,0.08138,-0.008677
8,0.08534,-0.008495
8,0.08941,-0.008383
8,0.09358,-0.008317
8,0.09785,-0.008277
8,0.10223,-0.008264
8,0.10671,-0.00827
8,0.1113,-0.008285
8,0.11601,-0.008305
8,0.12082,-0.00832
8,0.12576,-0.008334
8,0.13081,-0.008329
8,0.13599,-0.008305
8,0.14129,-0.008274
8,0.14671,-0.008236
8,0.15227,-0.008192
8,0.15796,-0.008143
8,0.16378,-0.008077
8,0.16974,-0.007999
8,0.17585,-0.007922
8,0.1821,-0.007848
8,0.18849,-0.007759
8,0.19504,-0.007657
8,0.20174,-0.007559
8,0.2086,-0.007461
8,0.21562,-0.00735
8,0.2228,-0.007237
8,0.23016,-0.00713
8,0.23768,-0.007012
8,0.24539,-0.006895
8,0.25327,-0.006778
8,0.26133,-0.006655
8,0.26959,-0.006535
8,0.27804,-0.006407
8,0.28668,-0.006287
8,0.29553,-0.006142
8,0.30448,-0.006033
8,0.31342,-0.005936
8,0.3223,-0.00582
8,0.33113,-0.005709
8,0.3399,-0.005598
8,0.34862,-0.005493
8,0.35729,-0.005386
8,0.36591,-0.005285
8,0.37447,-0.005185
8,0.38298,-0.005084
8,0.39144,-0.004991
8,0.39985,-0.004899
8,0.40821,-0.004807
8,0.41651,-0.004721
8,0.42477,-0.004638
8,0.43297,-0.004554
8,0.44113,-0.004473
8,0.44923,-0.004396
8,0.45728,-0.004322
8,0.46529,-0.004248
8,0.47325,-0.004174
8,0.48115,-0.004104
8,0.48901,-0.004037
8,0.49682,-0.00397
8,0.50459,-0.003903
8,0.5123,-0.003838
8,0.51997,-0.003775
8,0.52759,-0.003713
8,0.53517,-0.003654
8,0.5427,-0.003594
8,0.55018,-0.003534
8,0.55762,-0.003476
8,0.56501,-0.00342
8,0.57236,-0.003365
8,0.57966,-0.00331
8,0.58692,-0.003257
8,0.59413,-0.003204
8,0.6013,-0.003152
8,0.60842,-0.003099
8,0.6155,-0.003048
8,0.62254,-0.002997
8,0.62954,-0.002948
8,0.63649,-0.002898
8,0.6434,-0.00285
8,0.65027,-0.002802
8,0.65709,-0.002755
8,0.66388,-0.002708
8,0.67062,-0.002661
8,0.67732,-0.002614
8,0.68398,-0.002568
8,0.69061,-0.002523
8,0.69719,-0.002478
8,0.70373,-0.002434
8,0.71023,-0.00239
8,0.71669,-0.002347
8,0.72311,-0.002304
8,0.72949,-0.002261
8,0.73583,-0.002219
8,0.74214,-0.002177
8,0.7484,-0.002135
8,0.75463,-0.002094
8,0.76082,-0.002053
8,0.76697,-0.002013
8,0.77309,-0.001974
8,0.77916,-0.001935
8,0.7852,-0.001897
8,0.79121,-0.001859
8,0.79717,-0.001822
8,0.8031,-0.001785
8,0.809,-0.001749
8,0.81486,-0.001714
8,0.82068,-0.001679
8,0.82647,-0.001646
8,0.83222,-0.001613
8,0.83793,-0.001581
8,0.84362,-0.00155
8,0.84926,-0.00152
8,0.85488,-0.001492
8,0.86045,-0.001465
8,0.866,-0.001439
8,0.87151,-0.001414
8,0.87699,-0.001392
8,0.88243,-0.00137
8,0.88784,-0.001351
8,0.89322,-0.001334
8,0.89856,-0.001319
8,0.90387,-0.001306
8,0.90915,-0.001297
8,0.9144,-0.00129
8,0.91962,-0.001288
8,0.9248,-0.001288
8,0.92995,-0.001293
8,0.93507,-0.001302
8,0.94016,-0.001317
8,0.94522,-0.001338
8,0.95025,-0.001367
8,0.95524,-0.001409
8,0.96021,-0.001457
8,0.96514,-0.001537
8,0.97005,-0.001604
8,0.97492,-0.001776
8,0.97977,-0.001841
8,0.98458,-0.002254
8,0.98937,-0.002307
8,0.99413,-0.003623
8,0.99825,-0.003653
10,6e-05,0.001153
10,0.00026,-0.002797
10,0.00068,-0.007097
10,0.00131,-0.011581
10,0.00214,-0.015976
10,0.00316,-0.01998
10,0.00434,-0.02322
10,0.00568,-0.025697
10,0.00715,-0.027376
10,0.00875,-0.028356
10,0.01046,-0.028823
10,0.01228,-0.028749
10,0.01419,-0.02836
10,0.0162,-0.027712
10,0.01829,-0.026753
10,0.02048,-0.025573
10,0.02274,-0.024308
10,0.02509,-0.022992
10,0.02752,-0.021648
10,0.03002,-0.020265
10,0.03261,-0.018817
10,0.03528,-0.017446
10,0.03803,-0.016074
10,0.04085,-0.014738
10,0.04376,-0.013432
10,0.04675,-0.012211
10,0.04982,-0.011071
10,0.05298,-0.010043
10,0.05622,-0.009092
10,0.05954,-0.008269
10,0.06295,-0.007608
10,0.06645,-0.0071
10,0.07005,-0.006763
10,0.07373,-0.00657
10,0.0775,-0.006534
10,0.08138,-0.006584
10,0.08534,-0.006705
10,0.08941,-0.006862
10,0.09358,-0.007024
10,0.09785,-0.007161
10,0.10223,-0.007276
10,0.10671,-0.007375
10,0.1113,-0.007449
10,0.11601,-0.007504
10,0.12082,-0.007534
10,0.12576,-0.007552
10,0.13081,-0.007543
10,0.13599,-0.00751
10,0.14129,-0.007466
10,0.14671,-0.007414
10,0.15227,-0.007356
10,0.15796,-0.007294
10,0.16378,-0.007213
10,0.16974,-0.007119
10,0.17585,-0.00702
10,0.1821,-0.006921
10,0.18849,-0.006805
10,0.19504,-0.006676
10,0.20174,-0.006551
10,0.2086,-0.006425
10,0.21562,-0.006288
10,0.2228,-0.006151
10,0.23016,-0.006021
10,0.23768,-0.005884
10,0.24539,-0.005753
10,0.25327,-0.005625
10,0.26133,-0.005494
10,0.26959,-0.005371
10,0.27804,-0.005243
10,0.28668,-0.005126
10,0.29553,-0.00499
10,0.30448,-0.004884
10,0.31342,-0.004783
10,0.3223,-0.004668
10,0.33113,-0.004557
10,0.3399,-0.004447
10,0.34862,-0.004341
10,0.35729,-0.004233
10,0.36591,-0.004133
10,0.37447,-0.004034
10,0.38298,-0.003934
10,0.39144,-0.003843
10,0.39985,-0.003752
10,0.40821,-0.00366
10,0.41651,-0.003573
10,0.42477,-0.003489
10,0.43297,-0.003404
10,0.44113,-0.00332
10,0.44923,-0.003241
10,0.45728,-0.003164
10,0.46529,-0.003086
10,0.47325,-0.003009
10,0.48115,-0.002936
10,0.48901,-0.002865
10,0.49682,-0.002794
10,0.50459,-0.002723
10,0.5123,-0.002654
10,0.51997,-0.002587
10,0.52759,-0.00252
10,0.53517,-0.002456
10,0.5427,-0.002392
10,0.55018,-0.002327
10,0.55762,-0.002265
10,0.56501,-0.002203
10,0.57236,-0.002143
10,0.57966,-0.002084
10,0.58692,-0.002026
10,0.59413,-0.001968
10,0.6013,-0.00191
10,0.60842,-0.001853
10,0.6155,-0.001797
10,0.62254,-0.001742
10,0.62954,-0.001688
10,0.63649,-0.001635
10,0.6434,-0.001582
10,0.65027,-0.00153
10,0.65709,-0.001479
10,0.66388,-0.001429
10,0.67062,-0.001379
10,0.67732,-0.001329
10,0.68398,-0.001281
10,0.69061,-0.001233
10,0.69719,-0.001186
10,0.70373,-0.00114
10,0.71023,-0.001094
10,0.71669,-0.00105
10,0.72311,-0.001006
10,0.72949,-0.000963
10,0.73583,-0.000921
10,0.74214,-0.00088
10,0.7484,-0.000839
10,0.75463,-0.000799
10,0.76082,-0.00076
10,0.76697,-0.000723
10,0.77309,-0.000687
10,0.77916,-0.000652
10,0.7852,-0.000618
10,0.79121,-0.000584
10,0.79717,-0.000552
10,0.8031,-0.00052
10,0.809,-0.000489
10,0.81486,-0.000459
10,0.82068,-0.00043
10,0.82647,-0.000402
10,0.83222,-0.000374
10,0.83793,-0.000348
10,0.84362,-0.000322
10,0.84926,-0.000298
10,0.85488,-0.000275
10,0.86045,-0.000252
10,0.866,-0.00023
10,0.87151,-0.00021
10,0.87699,-0.00019
10,0.88243,-0.000172
10,0.88784,-0.000154
10,0.89322,-0.000138
10,0.89856,-0.000122
10,0.90387,-0.000108
10,0.90915,-9.4e-05
10,0.9144,-8.2e-05
10,0.91962,-7e-05
10,0.9248,-6e-05
10,0.92995,-5.1e-05
10,0.93507,-4.4e-05
10,0.94016,-3.6e-05
10,0.94522,-3.2e-05
10,0.95025,-2.4e-05
10,0.95524,-2.6e-05
10,0.96021,-1.4e-05
10,0.96514,-2.9e-05
10,0.97005,6e-06
10,0.97492,-5.1e-05
10,0.97977,8.6e-05
10,0.98458,-0.000163
10,0.98937,0.000285
10,0.99413,-0.000409
10,0.99825,9e-06
11,6e-05,0.00166
11,0.00026,-0.002752
11,0.00068,-0.00746
11,0.00131,-0.012365
11,0.00214,-0.017002
11,0.00316,-0.021249
11,0.00434,-0.024635
11,0.00568,-0.027159
11,0.00715,-0.028794
11,0.00875,-0.029637
11,0.01046,-0.029973
11,0.01228,-0.029719
11,0.01419,-0.029109
11,0.0162,-0.028222
11,0.01829,-0.027012
11,0.02048,-0.025575
11,0.02274,-0.024049
11,0.02509,-0.022484
11,0.02752,-0.020911
11,0.03002,-0.019275
11,0.03261,-0.017605
11,0.03528,-0.015945
11,0.03803,-0.014326
11,0.04085,-0.012716
11,0.04376,-0.011206
11,0.04675,-0.009768
11,0.04982,-0.008487
11,0.05298,-0.007333
11,0.05622,-0.006377
11,0.05954,-0.005697
11,0.06295,-0.005268
11,0.06645,-0.005036
11,0.07005,-0.005046
11,0.07373,-0.005191
11,0.0775,-0.005439
11,0.08138,-0.005721
11,0.08534,-0.005996
11,0.08941,-0.006243
11,0.09358,-0.00645
11,0.09785,-0.0066
11,0.10223,-0.006714
11,0.10671,-0.0068
11,0.1113,-0.006859
11,0.11601,-0.006894
11,0.12082,-0.006907
11,0.12576,-0.006906
11,0.13081,-0.006883
11,0.13599,-0.006838
11,0.14129,-0.006779
11,0.14671,-0.006706
11,0.15227,-0.006621
11,0.15796,-0.006528
11,0.16378,-0.006417
11,0.16974,-0.006296
11,0.17585,-0.006174
11,0.1821,-0.006056
11,0.18849,-0.005925
11,0.19504,-0.005786
11,0.20174,-0.005655
11,0.2086,-0.005527
11,0.21562,-0.005393
11,0.2228,-0.005261
11,0.23016,-0.005138
11,0.23768,-0.005009
11,0.24539,-0.004886
11,0.25327,-0.004768
11,0.26133,-0.004646
11,0.26959,-0.004531
11,0.27804,-0.004411
11,0.28668,-0.004299
11,0.29553,-0.00417
11,0.30448,-0.004066
11,0.31342,-0.003963
11,0.3223,-0.003847
11,0.33113,-0.003739
11,0.3399,-0.003629
11,0.34862,-0.003528
11,0.35729,-0.003422
11,0.36591,-0.003325
11,0.37447,-0.003228
11,0.38298,-0.003129
11,0.39144,-0.003038
11,0.39985,-0.002947
11,0.40821,-0.002855
11,0.41651,-0.002769
11,0.42477,-0.002685
11,0.43297,-0.002601
11,0.44113,-0.002518
11,0.44923,-0.002439
11,0.45728,-0.002362
11,0.46529,-0.002283
11,0.47325,-0.002207
11,0.48115,-0.002133
11,0.48901,-0.002062
11,0.49682,-0.001991
11,0.50459,-0.001921
11,0.5123,-0.001853
11,0.51997,-0.001787
11,0.52759,-0.001721
11,0.53517,-0.001658
11,0.5427,-0.001595
11,0.55018,-0.001533
11,0.55762,-0.001472
11,0.56501,-0.001413
11,0.57236,-0.001355
11,0.57966,-0.001299
11,0.58692,-0.001244
11,0.59413,-0.00119
11,0.6013,-0.001137
11,0.60842,-0.001084
11,0.6155,-0.001034
11,0.62254,-0.000984
11,0.62954,-0.000935
11,0.63649,-0.000888
11,0.6434,-0.000842
11,0.65027,-0.000797
11,0.65709,-0.000754
11,0.66388,-0.000712
11,0.67062,-0.000671
11,0.67732,-0.000631
11,0.68398,-0.000593
11,0.69061,-0.000555
11,0.69719,-0.000519
11,0.70373,-0.000483
11,0.71023,-0.000449
11,0.71669,-0.000415
11,0.72311,-0.000383
11,0.72949,-0.000352
11,0.73583,-0.000321
11,0.74214,-0.000291
11,0.7484,-0.000263
11,0.75463,-0.000235
11,0.76082,-0.000208
11,0.76697,-0.000183
11,0.77309,-0.000158
11,0.77916,-0.000134
11,0.7852,-0.000111
11,0.79121,-8.9e-05
11,0.79717,-6.8e-05
11,0.8031,-4.7e-05
11,0.809,-2.8e-05
11,0.81486,-9e-06
11,0.82068,1e-05
11,0.82647,2.7e-05
11,0.83222,4.4e-05
11,0.83793,6e-05
11,0.84362,7.5e-05
11,0.84926,8.9e-05
11,0.85488,0.000103
11,0.86045,0.000116
11,0.866,0.000129
11,0.87151,0.00014
11,0.87699,0.000151
11,0.88243,0.000162
11,0.88784,0.000172
11,0.89322,0.000181
11,0.89856,0.00019
11,0.90387,0.000198
11,0.90915,0.000206
11,0.9144,0.000213
11,0.91962,0.000219
11,0.9248,0.000225
11,0.92995,0.000231
11,0.93507,0.000236
11,0.94016,0.000241
11,0.94522,0.000244
11,0.95025,0.000249
11,0.95524,0.00025
11,0.96021,0.000259
11,0.96514,0.000253
11,0.97005,0.000274
11,0.97492,0.000248
11,0.97977,0.000309
11,0.98458,0.000199
11,0.98937,0.000393
11,0.99413,-3.4e-05
11,0.99825,0.000205
12,6e-05,0.002137
12,0.00026,-0.002683
12,0.00068,-0.007744
12,0.00131,-0.013013
12,0.00214,-0.017843
12,0.00316,-0.02229
12,0.00434,-0.025786
12,0.00568,-0.028332
12,0.00715,-0.02989
12,0.00875,-0.0306
12,0.01046,-0.030792
12,0.01228,-0.030344
12,0.01419,-0.029506
12,0.0162,-0.028372
12,0.01829,-0.026903
12,0.02048,-0.02519
12,0.02274,-0.023392
12,0.02509,-0.021569
12,0.02752,-0.019719
12,0.03002,-0.017811
12,0.03261,-0.015806
12,0.03528,-0.013836
12,0.03803,-0.011846
12,0.04085,-0.009989
12,0.04376,-0.008148
12,0.04675,-0.006643
12,0.04982,-0.005525
12,0.05298,-0.004693
12,0.05622,-0.004133
12,0.05954,-0.003781
12,0.06295,-0.00364
12,0.06645,-0.003788
12,0.07005,-0.004065
12,0.07373,-0.004375
12,0.0775,-0.004689
12,0.08138,-0.004983
12,0.08534,-0.005225
12,0.08941,-0.005427
12,0.09358,-0.005588
12,0.09785,-0.005702
12,0.10223,-0.005783
12,0.10671,-0.005842
12,0.1113,-0.005874
12,0.11601,-0.00589
12,0.12082,-0.005876
12,0.12576,-0.005844
12,0.13081,-0.005785
12,0.13599,-0.005701
12,0.14129,-0.005606
12,0.14671,-0.005507
12,0.15227,-0.005402
12,0.15796,-0.005294
12,0.16378,-0.005172
12,0.16974,-0.005043
12,0.17585,-0.004916
12,0.1821,-0.004798
12,0.18849,-0.004672
12,0.19504,-0.004541
12,0.20174,-0.00442
12,0.2086,-0.004303
12,0.21562,-0.004182
12,0.2228,-0.004065
12,0.23016,-0.003954
12,0.23768,-0.003836
12,0.24539,-0.003721
12,0.25327,-0.003608
12,0.26133,-0.003491
12,0.26959,-0.00338
12,0.27804,-0.003265
12,0.28668,-0.003156
12,0.29553,-0.003035
12,0.30448,-0.002931
12,0.31342,-0.002823
12,0.3223,-0.002708
12,0.33113,-0.002599
12,0.3399,-0.002489
12,0.34862,-0.002387
12,0.35729,-0.002282
12,0.36591,-0.002186
12,0.37447,-0.00209
12,0.38298,-0.001993
12,0.39144,-0.001904
12,0.39985,-0.001814
12,0.40821,-0.001724
12,0.41651,-0.001639
12,0.42477,-0.001557
12,0.43297,-0.001475
12,0.44113,-0.001396
12,0.44923,-0.001321
12,0.45728,-0.001247
12,0.46529,-0.001174
12,0.47325,-0.001104
12,0.48115,-0.001036
12,0.48901,-0.000972
12,0.49682,-0.000909
12,0.50459,-0.000847
12,0.5123,-0.000788
12,0.51997,-0.000732
12,0.52759,-0.000679
12,0.53517,-0.000627
12,0.5427,-0.000577
12,0.55018,-0.000529
12,0.55762,-0.000482
12,0.56501,-0.000438
12,0.57236,-0.000395
12,0.57966,-0.000354
12,0.58692,-0.000314
12,0.59413,-0.000275
12,0.6013,-0.000238
12,0.60842,-0.000203
12,0.6155,-0.000169
12,0.62254,-0.000137
12,0.62954,-0.000105
12,0.63649,-7.6e-05
12,0.6434,-4.7e-05
12,0.65027,-2e-05
12,0.65709,7e-06
12,0.66388,3.3e-05
12,0.67062,5.7e-05
12,0.67732,8e-05
12,0.68398,0.000102
12,0.69061,0.000123
12,0.69719,0.000143
12,0.70373,0.000162
12,0.71023,0.00018
12,0.71669,0.000198
12,0.72311,0.000214
12,0.72949,0.00023
12,0.73583,0.000245
12,0.74214,0.00026
12,0.7484,0.000274
12,0.75463,0.000287
12,0.76082,0.0003
12,0.76697,0.000311
12,0.77309,0.000323
12,0.77916,0.000334
12,0.7852,0.000344
12,0.79121,0.000354
12,0.79717,0.000363
12,0.8031,0.000372
12,0.809,0.000381
12,0.81486,0.000389
12,0.82068,0.000397
12,0.82647,0.000404
12,0.83222,0.000411
12,0.83793,0.000418
12,0.84362,0.000425
12,0.84926,0.000431
12,0.85488,0.000437
12,0.86045,0.000443
12,0.866,0.000448
12,0.87151,0.000453
12,0.87699,0.000458
12,0.88243,0.000463
12,0.88784,0.000467
12,0.89322,0.000472
12,0.89856,0.000476
12,0.90387,0.00048
12,0.90915,0.000484
12,0.9144,0.000488
12,0.91962,0.000491
12,0.9248,0.000495
12,0.92995,0.000498
12,0.93507,0.000501
12,0.94016,0.000505
12,0.94522,0.000507
12,0.95025,0.00051
12,0.95524,0.000512
12,0.96021,0.000514
12,0.96514,0.000511
12,0.97005,0.000511
12,0.97492,0.000489
12,0.97977,0.000486
12,0.98458,0.000379
12,0.98937,0.000357
12,0.99413,1.9e-05
12,0.99825,0.000278
13,6e-05,0.002313
13,0.00026,-0.002609
13,0.00068,-0.007747
13,0.00131,-0.013082
13,0.00214,-0.017917
13,0.00316,-0.022375
13,0.00434,-0.025855
13,0.00568,-0.028354
13,0.00715,-0.029829
13,0.00875,-0.030453
13,0.01046,-0.030553
13,0.01228,-0.029992
13,0.01419,-0.029027
13,0.0162,-0.027757
13,0.01829,-0.026144
13,0.02048,-0.02428
13,0.02274,-0.022332
