alpha,x_c,Cf_x_upper
13,0.02509,-0.020323
13,0.02752,-0.018301
13,0.03002,-0.016163
13,0.03261,-0.013927
13,0.03528,-0.011667
13,0.03803,-0.00948
13,0.04085,-0.007333
13,0.04376,-0.005757
13,0.04675,-0.00454
13,0.04982,-0.003648
13,0.05298,-0.003017
13,0.05622,-0.002603
13,0.05954,-0.002344
13,0.06295,-0.00237
13,0.06645,-0.002603
13,0.07005,-0.002881
13,0.07373,-0.003174
13,0.0775,-0.003452
13,0.08138,-0.003702
13,0.08534,-0.003911
13,0.08941,-0.004083
13,0.09358,-0.004222
13,0.09785,-0.00431
13,0.10223,-0.00438
13,0.10671,-0.004406
13,0.1113,-0.004395
13,0.11601,-0.004362
13,0.12082,-0.004304
13,0.12576,-0.004231
13,0.13081,-0.004141
13,0.13599,-0.004033
13,0.14129,-0.003917
13,0.14671,-0.003796
13,0.15227,-0.003669
13,0.15796,-0.003542
13,0.16378,-0.003403
13,0.16974,-0.003263
13,0.17585,-0.003126
13,0.1821,-0.003002
13,0.18849,-0.002871
13,0.19504,-0.002737
13,0.20174,-0.002612
13,0.2086,-0.002486
13,0.21562,-0.002355
13,0.2228,-0.002223
13,0.23016,-0.002101
13,0.23768,-0.001969
13,0.24539,-0.001846
13,0.25327,-0.001724
13,0.26133,-0.0016
13,0.26959,-0.001482
13,0.27804,-0.00136
13,0.28668,-0.001243
13,0.29553,-0.001121
13,0.30448,-0.001007
13,0.31342,-0.000882
13,0.3223,-0.000773
13,0.33113,-0.000671
13,0.3399,-0.000574
13,0.34862,-0.000485
13,0.35729,-0.000397
13,0.36591,-0.000317
13,0.37447,-0.00024
13,0.38298,-0.000166
13,0.39144,-9.8e-05
13,0.39985,-3.2e-05
13,0.40821,3.1e-05
13,0.41651,8.9e-05
13,0.42477,0.000141
13,0.43297,0.000192
13,0.44113,0.000237
13,0.44923,0.000279
13,0.45728,0.000318
13,0.46529,0.000356
13,0.47325,0.000391
13,0.48115,0.000422
13,0.48901,0.000451
13,0.49682,0.000477
13,0.50459,0.000502
13,0.5123,0.000525
13,0.51997,0.000546
13,0.52759,0.000565
13,0.53517,0.000583
13,0.5427,0.0006
13,0.55018,0.000616
13,0.55762,0.00063
13,0.56501,0.000644
13,0.57236,0.000656
13,0.57966,0.000667
13,0.58692,0.000678
13,0.59413,0.000688
13,0.6013,0.000697
13,0.60842,0.000706
13,0.6155,0.000713
13,0.62254,0.000721
13,0.62954,0.000728
13,0.63649,0.000734
13,0.6434,0.00074
13,0.65027,0.000746
13,0.65709,0.000751
13,0.66388,0.000756
13,0.67062,0.00076
13,0.67732,0.000764
13,0.68398,0.000768
13,0.69061,0.000771
13,0.69719,0.000775
13,0.70373,0.000778
13,0.71023,0.000781
13,0.71669,0.000784
13,0.72311,0.000787
13,0.72949,0.000789
13,0.73583,0.000792
13,0.74214,0.000794
13,0.7484,0.000796
13,0.75463,0.000798
13,0.76082,0.0008
13,0.76697,0.000801
13,0.77309,0.000803
13,0.77916,0.000804
13,0.7852,0.000806
13,0.79121,0.000807
13,0.79717,0.000808
13,0.8031,0.000809
13,0.809,0.00081
13,0.81486,0.000811
13,0.82068,0.000812
13,0.82647,0.000813
13,0.83222,0.000814
13,0.83793,0.000814
13,0.84362,0.000815
13,0.84926,0.000816
13,0.85488,0.000817
13,0.86045,0.000819
13,0.866,0.00082
13,0.87151,0.000822
13,0.87699,0.000823
13,0.88243,0.000826
13,0.88784,0.000829
13,0.89322,0.000833
13,0.89856,0.000839
13,0.90387,0.000849
13,0.90915,0.000862
13,0.9144,0.00088
13,0.91962,0.000903
13,0.9248,0.000932
13,0.92995,0.000964
13,0.93507,0.000996
13,0.94016,0.001023
13,0.94522,0.00104
13,0.95025,0.001042
13,0.95524,0.001016
13,0.96021,0.00096
13,0.96514,0.000853
13,0.97005,0.000692
13,0.97492,0.000395
13,0.97977,0.000163
13,0.98458,-0.000434
13,0.98937,-0.000619
13,0.99413,-0.001679
13,0.99825,-0.00143
