alpha,x_c,Cf_x_upper
13,0.05051,-0.010783
13,0.05372,-0.009848
13,0.05702,-0.009029
13,0.06041,-0.008344
13,0.0639,-0.007798
13,0.06747,-0.007404
13,0.07114,-0.007153
13,0.07491,-0.007031
13,0.07878,-0.007033
13,0.08275,-0.00709
13,0.08682,-0.007197
13,0.09099,-0.007334
13,0.09528,-0.007481
13,0.09967,-0.007624
13,0.10417,-0.007752
13,0.10878,-0.007861
13,0.11351,-0.007948
13,0.11836,-0.008014
13,0.12333,-0.008038
13,0.12842,-0.008037
13,0.13364,-0.008022
13,0.13898,-0.007993
13,0.14446,-0.007953
13,0.15007,-0.007899
13,0.15582,-0.007818
13,0.16171,-0.00772
13,0.16774,-0.007615
13,0.17391,-0.007504
13,0.18024,-0.007366
13,0.18672,-0.007204
13,0.19335,-0.007037
13,0.20015,-0.006869
13,0.2071,-0.006679
13,0.21423,-0.006474
13,0.22152,-0.006282
13,0.22899,-0.006073
13,0.23663,-0.005853
13,0.24446,-0.005645
13,0.25247,-0.005421
13,0.26067,-0.005199
13,0.26906,-0.004981
13,0.27765,-0.00473
13,0.28645,-0.004544
13,0.29545,-0.004208
13,0.30453,-0.003994
13,0.31356,-0.003816
13,0.32254,-0.003557
13,0.33146,-0.003295
13,0.34033,-0.003055
13,0.34914,-0.002803
13,0.3579,-0.002546
13,0.3666,-0.002308
13,0.37525,-0.002063
13,0.38385,-0.001822
13,0.39239,-0.001596
13,0.40088,-0.00137
13,0.40931,-0.001156
13,0.41769,-0.000987
13,0.42602,-0.000828
13,0.4343,-0.000686
13,0.44252,-0.000555
13,0.45069,-0.000434
13,0.45881,-0.000317
13,0.46688,-0.000209
13,0.47489,-0.00011
13,0.48286,-1.4e-05
13,0.49077,7.6e-05
13,0.49864,0.000156
13,0.50645,0.000228
13,0.51422,0.000292
13,0.52194,0.000349
13,0.5296,0.000402
13,0.53722,0.000449
13,0.54479,0.000495
13,0.55231,0.000531
13,0.55979,0.000565
13,0.56721,0.000596
13,0.57459,0.000624
13,0.58193,0.000649
13,0.58921,0.000671
13,0.59645,0.000692
13,0.60364,0.000711
13,0.61079,0.000727
13,0.61789,0.000742
13,0.62495,0.000756
13,0.63196,0.000769
13,0.63893,0.000781
13,0.64585,0.000791
13,0.65273,0.000801
13,0.65956,0.00081
13,0.66635,0.000818
13,0.6731,0.000825
13,0.67981,0.000831
13,0.68647,0.000838
13,0.69309,0.000844
13,0.69967,0.00085
13,0.7062,0.000855
13,0.7127,0.00086
13,0.71915,0.000864
13,0.72556,0.000868
13,0.73193,0.000872
13,0.73826,0.000875
13,0.74455,0.000878
13,0.7508,0.000881
13,0.75701,0.000884
13,0.76318,0.000886
13,0.76931,0.000888
13,0.7754,0.00089
13,0.78145,0.000892
13,0.78747,0.000894
13,0.79344,0.000895
13,0.79938,0.000896
13,0.80528,0.000898
13,0.81114,0.000899
13,0.81697,0.0009
13,0.82276,0.000901
13,0.82851,0.000903
13,0.83422,0.000904
13,0.8399,0.000904
13,0.84554,0.000905
13,0.85114,0.000906
13,0.85671,0.000907
13,0.86224,0.000908
13,0.86774,0.000909
13,0.87321,0.000911
13,0.87863,0.000913
13,0.88403,0.000916
13,0.88939,0.00092
13,0.89471,0.000926
13,0.9,0.000933
13,0.90526,0.000943
13,0.91048,0.000955
13,0.91567,0.000968
13,0.92082,0.000982
13,0.92595,0.000995
13,0.93104,0.001006
13,0.9361,0.001012
13,0.94112,0.00101
13,0.94611,0.000992
13,0.95107,0.000956
13,0.956,0.000899
13,0.9609,0.000816
13,0.96577,0.000697
13,0.9706,0.000542
13,0.9754,0.000324
13,0.98018,0.000134
13,0.98492,-0.000177
13,0.98963,-0.000214
13,0.99431,-0.000463
13,0.99832,-3.3e-05
