alpha,x_c,Cf_x_upper
0,0.90698,-0.003892
0,0.91213,-0.003911
0,0.91725,-0.003937
0,0.92233,-0.003975
0,0.92738,-0.004023
0,0.93239,-0.004085
0,0.93737,-0.004163
0,0.94231,-0.004258
0,0.94722,-0.004376
0,0.9521,-0.00452
0,0.95694,-0.0047
0,0.96176,-0.004914
0,0.96653,-0.005201
0,0.97128,-0.005524
0,0.97599,-0.006028
0,0.98067,-0.006529
0,0.98532,-0.007648
0,0.98994,-0.008325
0,0.99452,-0.0127
0,0.9984,-0.014342
4,0.00014,-0.003091
4,0.00068,-0.005069
4,0.00142,-0.00725
4,0.00235,-0.009398
4,0.00344,-0.011233
4,0.00469,-0.012912
4,0.00607,-0.014338
4,0.00758,-0.015496
4,0.00921,-0.016498
4,0.01094,-0.017301
4,0.01278,-0.017859
4,0.01471,-0.018292
4,0.01674,-0.018658
4,0.01886,-0.018932
4,0.02107,-0.019075
4,0.02336,-0.019135
4,0.02575,-0.019142
4,0.02822,-0.019098
4,0.03078,-0.01901
4,0.03342,-0.018889
4,0.03615,-0.018729
4,0.03896,-0.01852
4,0.04187,-0.018281
4,0.04487,-0.018029
4,0.04795,-0.017764
4,0.05112,-0.017488
4,0.05439,-0.017205
4,0.05775,-0.016916
4,0.06121,-0.016627
4,0.06476,-0.016337
4,0.06841,-0.016055
4,0.07217,-0.015768
4,0.07602,-0.015466
4,0.07998,-0.015169
4,0.08405,-0.014887
4,0.08822,-0.014617
4,0.0925,-0.014359
4,0.0969,-0.014114
4,0.10141,-0.013882
4,0.10604,-0.013672
4,0.11079,-0.013471
4,0.11566,-0.013269
4,0.12066,-0.013077
4,0.12579,-0.012907
4,0.13104,-0.012754
4,0.13643,-0.012622
4,0.14196,-0.012507
4,0.14762,-0.012383
4,0.15343,-0.012258
4,0.15938,-0.012153
4,0.16548,-0.012072
4,0.17174,-0.01199
4,0.17814,-0.01189
4,0.18471,-0.011796
4,0.19144,-0.011729
4,0.19833,-0.011648
4,0.2054,-0.011543
4,0.21263,-0.01146
4,0.22005,-0.011374
4,0.22764,-0.011264
4,0.23542,-0.01117
4,0.24338,-0.011063
4,0.25154,-0.010935
4,0.25989,-0.010817
4,0.26844,-0.010694
4,0.2772,-0.010522
4,0.28617,-0.010612
4,0.29535,-0.009856
4,0.30429,-0.009873
4,0.31315,-0.010161
4,0.32226,-0.009893
4,0.33131,-0.009653
4,0.34031,-0.009501
4,0.34925,-0.009317
4,0.35813,-0.009133
4,0.36696,-0.008952
4,0.37573,-0.008752
4,0.38444,-0.008558
4,0.3931,-0.008351
4,0.4017,-0.008112
4,0.41024,-0.007894
4,0.41873,-0.007716
4,0.42716,-0.007555
4,0.43554,-0.007411
4,0.44386,-0.00729
4,0.45212,-0.007174
4,0.46033,-0.007061
4,0.46849,-0.006959
4,0.4766,-0.006865
4,0.48465,-0.006774
4,0.49264,-0.00668
4,0.50059,-0.006587
4,0.50848,-0.0065
4,0.51631,-0.006415
4,0.5241,-0.006332
4,0.53183,-0.006244
4,0.53952,-0.006156
4,0.54715,-0.00607
4,0.55473,-0.005986
4,0.56226,-0.005903
4,0.56974,-0.005823
4,0.57717,-0.00574
4,0.58455,-0.005655
4,0.59188,-0.005572
4,0.59916,-0.00549
4,0.60639,-0.005409
4,0.61357,-0.005328
4,0.62071,-0.005247
4,0.62779,-0.005166
4,0.63483,-0.005084
4,0.64183,-0.005001
4,0.64877,-0.004917
4,0.65567,-0.004836
4,0.66252,-0.004755
4,0.66933,-0.004674
4,0.67609,-0.004595
4,0.6828,-0.004517
4,0.68947,-0.004439
4,0.6961,-0.004362
4,0.70268,-0.004286
4,0.70921,-0.004209
4,0.71571,-0.004132
4,0.72215,-0.004056
4,0.72856,-0.003981
4,0.73492,-0.003907
4,0.74124,-0.003834
4,0.74751,-0.003762
4,0.75375,-0.003691
4,0.75994,-0.00362
4,0.76609,-0.003551
4,0.77219,-0.003482
4,0.77826,-0.003412
4,0.78429,-0.003343
4,0.79027,-0.003277
4,0.79621,-0.003211
4,0.80212,-0.003147
4,0.80798,-0.003084
4,0.81381,-0.003024
4,0.81959,-0.002965
4,0.82534,-0.002905
4,0.83104,-0.002848
4,0.83671,-0.002794
4,0.84234,-0.002741
4,0.84793,-0.002692
4,0.85348,-0.002645
4,0.859,-0.002598
4,0.86448,-0.002555
4,0.86992,-0.002516
4,0.87532,-0.002482
4,0.88069,-0.002448
4,0.88602,-0.002418
4,0.89131,-0.002395
4,0.89657,-0.002377
4,0.90179,-0.00236
4,0.90698,-0.002353
4,0.91213,-0.002351
4,0.91725,-0.002355
4,0.92233,-0.002366
4,0.92738,-0.002385
4,0.93239,-0.002414
4,0.93737,-0.002452
4,0.94231,-0.002503
4,0.94722,-0.002568
4,0.9521,-0.00265
4,0.95694,-0.002753
4,0.96176,-0.002878
4,0.96653,-0.003043
4,0.97128,-0.003235
4,0.97599,-0.003524
4,0.98067,-0.003815
4,0.98532,-0.004419
4,0.98994,-0.004865
4,0.99452,-0.007143
4,0.9984,-0.00786
8,0.00014,-0.00363
8,0.00068,-0.006555
8,0.00142,-0.009483
8,0.00235,-0.012318
8,0.00344,-0.014622
8,0.00469,-0.01658
8,0.00607,-0.018143
8,0.00758,-0.019293
8,0.00921,-0.020207
8,0.01094,-0.020843
8,0.01278,-0.021209
8,0.01471,-0.021459
8,0.01674,-0.021616
8,0.01886,-0.021647
8,0.02107,-0.021521
8,0.02336,-0.021307
8,0.02575,-0.021044
8,0.02822,-0.020738
8,0.03078,-0.020397
8,0.03342,-0.020034
8,0.03615,-0.019643
8,0.03896,-0.019211
8,0.04187,-0.018763
8,0.04487,-0.01832
8,0.04795,-0.01788
8,0.05112,-0.017449
8,0.05439,-0.017026
8,0.05775,-0.016605
8,0.06121,-0.016193
8,0.06476,-0.015788
8,0.06841,-0.015397
8,0.07217,-0.015019
8,0.07602,-0.014645
8,0.07998,-0.014288
8,0.08405,-0.013963
8,0.08822,-0.013665
8,0.0925,-0.013392
8,0.0969,-0.013148
8,0.10141,-0.012926
8,0.10604,-0.01274
8,0.11079,-0.01257
8,0.11566,-0.012398
8,0.12066,-0.012245
8,0.12579,-0.01212
8,0.13104,-0.012012
8,0.13643,-0.011925
8,0.14196,-0.011852
8,0.14762,-0.011766
8,0.15343,-0.011675
8,0.15938,-0.0116
8,0.16548,-0.011541
8,0.17174,-0.011475
8,0.17814,-0.011386
8,0.18471,-0.011298
8,0.19144,-0.011231
8,0.19833,-0.011143
8,0.2054,-0.011029
8,0.21263,-0.01093
8,0.22005,-0.010825
8,0.22764,-0.010691
8,0.23542,-0.010569
8,0.24338,-0.010431
8,0.25154,-0.010272
8,0.25989,-0.010117
8,0.26844,-0.009964
8,0.2772,-0.00975
8,0.28617,-0.009806
8,0.29535,-0.009015
8,0.30429,-0.008986
8,0.31315,-0.009212
8,0.32226,-0.008916
8,0.33131,-0.008647
8,0.34031,-0.008459
8,0.34925,-0.008237
8,0.35813,-0.008016
8,0.36696,-0.007799
8,0.37573,-0.007562
8,0.38444,-0.007332
8,0.3931,-0.007091
8,0.4017,-0.006822
8,0.41024,-0.006572
8,0.41873,-0.00636
8,0.42716,-0.006165
8,0.43554,-0.005988
8,0.44386,-0.005832
8,0.45212,-0.005684
8,0.46033,-0.005538
8,0.46849,-0.005403
8,0.4766,-0.005275
8,0.48465,-0.005151
8,0.49264,-0.005022
8,0.50059,-0.004893
8,0.50848,-0.004766
8,0.51631,-0.004639
8,0.5241,-0.004513
8,0.53183,-0.004381
8,0.53952,-0.004249
8,0.54715,-0.004119
8,0.55473,-0.00399
8,0.56226,-0.003862
8,0.56974,-0.003737
8,0.57717,-0.003609
8,0.58455,-0.003479
8,0.59188,-0.003352
8,0.59916,-0.003226
8,0.60639,-0.003101
8,0.61357,-0.002976
8,0.62071,-0.002853
8,0.62779,-0.002731
8,0.63483,-0.002608
8,0.64183,-0.002484
8,0.64877,-0.00236
8,0.65567,-0.002238
8,0.66252,-0.002117
8,0.66933,-0.001996
8,0.67609,-0.001877
8,0.6828,-0.001759
8,0.68947,-0.001643
8,0.6961,-0.001528
8,0.70268,-0.001415
8,0.70921,-0.001303
8,0.71571,-0.001193
8,0.72215,-0.001086
8,0.72856,-0.000983
8,0.73492,-0.000887
8,0.74124,-0.000796
8,0.74751,-0.000709
8,0.75375,-0.000626
8,0.75994,-0.000545
8,0.76609,-0.000467
8,0.77219,-0.000392
8,0.77826,-0.00032
8,0.78429,-0.000251
8,0.79027,-0.000186
8,0.79621,-0.000125
8,0.80212,-6.9e-05
8,0.80798,-1.3e-05
8,0.81381,4e-05
8,0.81959,8.9e-05
8,0.82534,0.000134
8,0.83104,0.000174
8,0.83671,0.000211
8,0.84234,0.000245
8,0.84793,0.000275
8,0.85348,0.000303
8,0.859,0.00033
8,0.86448,0.000355
8,0.86992,0.000377
8,0.87532,0.000396
8,0.88069,0.000414
8,0.88602,0.00043
8,0.89131,0.000444
8,0.89657,0.000458
8,0.90179,0.00047
8,0.90698,0.000481
8,0.91213,0.000491
8,0.91725,0.000499
8,0.92233,0.000508
8,0.92738,0.000515
8,0.93239,0.000522
8,0.93737,0.000527
8,0.94231,0.000533
8,0.94722,0.000536
8,0.9521,0.00054
8,0.95694,0.000541
8,0.96176,0.000541
8,0.96653,0.000533
8,0.97128,0.000526
8,0.97599,0.000494
8,0.98067,0.000469
8,0.98532,0.000389
8,0.98994,0.000327
8,0.99452,0.000431
8,0.9984,0.000299
10,0.00014,-0.003871
10,0.00068,-0.007587
10,0.00142,-0.010965
10,0.00235,-0.014218
10,0.00344,-0.016847
10,0.00469,-0.018998
10,0.00607,-0.020608
10,0.00758,-0.021719
10,0.00921,-0.022505
10,0.01094,-0.023021
10,0.01278,-0.023243
10,0.01471,-0.023305
10,0.01674,-0.023254
10,0.01886,-0.02306
10,0.02107,-0.022702
10,0.02336,-0.022258
10,0.02575,-0.021775
10,0.02822,-0.021258
10,0.03078,-0.020717
10,0.03342,-0.02017
10,0.03615,-0.019607
10,0.03896,-0.019015
10,0.04187,-0.018425
10,0.04487,-0.017859
10,0.04795,-0.0173
10,0.05112,-0.016749
10,0.05439,-0.016203
10,0.05775,-0.015676
10,0.06121,-0.015181
10,0.06476,-0.014713
10,0.06841,-0.014294
10,0.07217,-0.0139
10,0.07602,-0.013521
10,0.07998,-0.013183
10,0.08405,-0.012887
10,0.08822,-0.012629
10,0.0925,-0.012406
10,0.0969,-0.01222
10,0.10141,-0.012061
10,0.10604,-0.011941
10,0.11079,-0.011836
10,0.11566,-0.011727
10,0.12066,-0.011633
10,0.12579,-0.011559
10,0.13104,-0.011497
10,0.13643,-0.01145
10,0.14196,-0.011412
10,0.14762,-0.011356
10,0.15343,-0.01129
10,0.15938,-0.011235
10,0.16548,-0.011191
10,0.17174,-0.011135
10,0.17814,-0.011051
10,0.18471,-0.010962
10,0.19144,-0.010888
10,0.19833,-0.010791
10,0.2054,-0.010664
10,0.21263,-0.010548
10,0.22005,-0.010424
10,0.22764,-0.01027
10,0.23542,-0.010124
10,0.24338,-0.009962
10,0.25154,-0.009779
10,0.25989,-0.009598
10,0.26844,-0.009425
10,0.2772,-0.009176
10,0.28617,-0.009207
10,0.29535,-0.008419
10,0.30429,-0.008337
10,0.31315,-0.008519
10,0.32226,-0.008198
10,0.33131,-0.007905
10,0.34031,-0.007689
10,0.34925,-0.007438
10,0.35813,-0.007188
10,0.36696,-0.006941
10,0.37573,-0.006674
10,0.38444,-0.006415
10,0.3931,-0.006147
10,0.4017,-0.005853
10,0.41024,-0.005574
10,0.41873,-0.00534
10,0.42716,-0.005117
10,0.43554,-0.004914
10,0.44386,-0.004738
10,0.45212,-0.004562
10,0.46033,-0.004386
10,0.46849,-0.004215
10,0.4766,-0.00405
10,0.48465,-0.003886
10,0.49264,-0.003719
10,0.50059,-0.003553
10,0.50848,-0.003391
10,0.51631,-0.003232
10,0.5241,-0.003075
10,0.53183,-0.002915
10,0.53952,-0.002755
10,0.54715,-0.0026
10,0.55473,-0.002447
10,0.56226,-0.002295
10,0.56974,-0.002149
10,0.57717,-0.002
10,0.58455,-0.001852
10,0.59188,-0.001708
10,0.59916,-0.001567
10,0.60639,-0.001429
10,0.61357,-0.001296
10,0.62071,-0.001166
10,0.62779,-0.00104
10,0.63483,-0.000921
10,0.64183,-0.000808
10,0.64877,-0.000702
10,0.65567,-0.000601
10,0.66252,-0.000505
10,0.66933,-0.000413
10,0.67609,-0.000326
10,0.6828,-0.000243
10,0.68947,-0.000165
10,0.6961,-9.2e-05
10,0.70268,-2.1e-05
10,0.70921,4.9e-05
10,0.71571,0.000112
10,0.72215,0.000169
10,0.72856,0.00022
10,0.73492,0.000266
10,0.74124,0.000308
10,0.74751,0.000346
10,0.75375,0.000382
10,0.75994,0.000415
10,0.76609,0.000444
10,0.77219,0.000469
10,0.77826,0.000493
10,0.78429,0.000514
10,0.79027,0.000533
10,0.79621,0.00055
10,0.80212,0.000566
10,0.80798,0.00058
10,0.81381,0.000592
10,0.81959,0.000604
10,0.82534,0.000614
10,0.83104,0.000623
10,0.83671,0.000632
10,0.84234,0.00064
10,0.84793,0.000647
10,0.85348,0.000653
10,0.859,0.000659
10,0.86448,0.000665
10,0.86992,0.00067
10,0.87532,0.000673
10,0.88069,0.000678
10,0.88602,0.000682
10,0.89131,0.000687
10,0.89657,0.000691
10,0.90179,0.000695
10,0.90698,0.000698
10,0.91213,0.000702
10,0.91725,0.000705
10,0.92233,0.000708
10,0.92738,0.000711
10,0.93239,0.000713
10,0.93737,0.000714
10,0.94231,0.000713
10,0.94722,0.00071
10,0.9521,0.000704
10,0.95694,0.000693
10,0.96176,0.000676
10,0.96653,0.000654
10,0.97128,0.000629
10,0.97599,0.000597
10,0.98067,0.000556
10,0.98532,0.00049
10,0.98994,0.000342
10,0.99452,0.000349
10,0.9984,-8.6e-05
11,0.00014,-0.003953
11,0.00068,-0.00793
11,0.00142,-0.011561
11,0.00235,-0.014944
11,0.00344,-0.017689
11,0.00469,-0.019899
11,0.00607,-0.021516
11,0.00758,-0.022589
11,0.00921,-0.023314
11,0.01094,-0.023776
11,0.01278,-0.023916
11,0.01471,-0.02388
11,0.01674,-0.023726
11,0.01886,-0.023426
11,0.02107,-0.022958
11,0.02336,-0.022406
11,0.02575,-0.02182
11,0.02822,-0.021206
11,0.03078,-0.020576
11,0.03342,-0.019946
11,0.03615,-0.019306
11,0.03896,-0.018644
11,0.04187,-0.017993
11,0.04487,-0.017354
11,0.04795,-0.016717
11,0.05112,-0.016103
11,0.05439,-0.015511
11,0.05775,-0.014951
11,0.06121,-0.014437
11,0.06476,-0.01396
11,0.06841,-0.01354
11,0.07217,-0.013152
11,0.07602,-0.012787
11,0.07998,-0.012468
11,0.08405,-0.012197
11,0.08822,-0.011968
11,0.0925,-0.011779
11,0.0969,-0.01163
11,0.10141,-0.011509
11,0.10604,-0.011424
11,0.11079,-0.011352
11,0.11566,-0.011277
11,0.12066,-0.011211
11,0.12579,-0.011162
11,0.13104,-0.011121
11,0.13643,-0.011091
11,0.14196,-0.011067
11,0.14762,-0.011023
11,0.15343,-0.010966
11,0.15938,-0.010916
11,0.16548,-0.010874
11,0.17174,-0.010816
11,0.17814,-0.010729
11,0.18471,-0.010634
11,0.19144,-0.010552
11,0.19833,-0.010445
11,0.2054,-0.010306
11,0.21263,-0.010178
11,0.22005,-0.010041
11,0.22764,-0.009873
11,0.23542,-0.009713
11,0.24338,-0.009536
11,0.25154,-0.009338
11,0.25989,-0.009139
11,0.26844,-0.008952
11,0.2772,-0.008674
11,0.28617,-0.008694
11,0.29535,-0.007909
11,0.30429,-0.007794
11,0.31315,-0.007942
11,0.32226,-0.007605
11,0.33131,-0.007293
11,0.34031,-0.007053
11,0.34925,-0.006781
11,0.35813,-0.006507
11,0.36696,-0.006238
11,0.37573,-0.005948
11,0.38444,-0.005666
11,0.3931,-0.005374
11,0.4017,-0.005056
11,0.41024,-0.004749
11,0.41873,-0.004495
11,0.42716,-0.004248
11,0.43554,-0.004014
11,0.44386,-0.003804
11,0.45212,-0.003595
11,0.46033,-0.003388
11,0.46849,-0.00319
11,0.4766,-0.002999
11,0.48465,-0.002809
11,0.49264,-0.002618
11,0.50059,-0.00243
11,0.50848,-0.002248
11,0.51631,-0.002069
11,0.5241,-0.001894
11,0.53183,-0.001719
11,0.53952,-0.001547
11,0.54715,-0.001383
11,0.55473,-0.001226
11,0.56226,-0.001074
11,0.56974,-0.000937
11,0.57717,-0.000804
11,0.58455,-0.000679
11,0.59188,-0.000561
11,0.59916,-0.00045
11,0.60639,-0.000344
11,0.61357,-0.000244
11,0.62071,-0.000151
11,0.62779,-6.3e-05
11,0.63483,2.5e-05
11,0.64183,0.000104
11,0.64877,0.000175
11,0.65567,0.000238
11,0.66252,0.000295
11,0.66933,0.000346
11,0.67609,0.000395
11,0.6828,0.000436
11,0.68947,0.000475
11,0.6961,0.000507
11,0.70268,0.000537
11,0.70921,0.000564
11,0.71571,0.000588
11,0.72215,0.000609
11,0.72856,0.000629
11,0.73492,0.000646
11,0.74124,0.000661
11,0.74751,0.000674
11,0.75375,0.000687
11,0.75994,0.000698
11,0.76609,0.000707
11,0.77219,0.000716
11,0.77826,0.000724
11,0.78429,0.000732
11,0.79027,0.000738
11,0.79621,0.000743
11,0.80212,0.000748
11,0.80798,0.000753
11,0.81381,0.000758
11,0.81959,0.000762
11,0.82534,0.000766
11,0.83104,0.00077
11,0.83671,0.000773
11,0.84234,0.000777
11,0.84793,0.00078
11,0.85348,0.000783
11,0.859,0.000786
11,0.86448,0.000788
11,0.86992,0.000791
11,0.87532,0.000794
11,0.88069,0.000796
11,0.88602,0.000799
11,0.89131,0.000801
11,0.89657,0.000804
11,0.90179,0.000807
11,0.90698,0.000809
11,0.91213,0.000811
11,0.91725,0.000813
11,0.92233,0.000813
11,0.92738,0.000812
11,0.93239,0.000809
11,0.93737,0.000803
11,0.94231,0.000795
11,0.94722,0.000787
11,0.9521,0.000782
11,0.95694,0.000779
11,0.96176,0.000778
11,0.96653,0.000775
11,0.97128,0.000758
11,0.97599,0.00071
11,0.98067,0.000615
11,0.98532,0.000466
11,0.98994,0.000215
11,0.99452,0.000148
11,0.9984,-3.8e-05
12,0.00014,-0.003988
12,0.00068,-0.008125
12,0.00142,-0.011922
12,0.00235,-0.015379
12,0.00344,-0.018191
12,0.00469,-0.020427
12,0.00607,-0.022036
12,0.00758,-0.023067
12,0.00921,-0.023746
12,0.01094,-0.02416
12,0.01278,-0.024233
12,0.01471,-0.024118
12,0.01674,-0.023883
12,0.01886,-0.0235
12,0.02107,-0.022948
12,0.02336,-0.022314
12,0.02575,-0.02165
12,0.02822,-0.020963
12,0.03078,-0.020264
12,0.03342,-0.019571
12,0.03615,-0.01887
12,0.03896,-0.018157
12,0.04187,-0.017435
12,0.04487,-0.016738
12,0.04795,-0.016054
12,0.05112,-0.015395
12,0.05439,-0.01477
12,0.05775,-0.014193
12,0.06121,-0.013666
12,0.06476,-0.013182
12,0.06841,-0.012763
12,0.07217,-0.012383
12,0.07602,-0.01203
12,0.07998,-0.011729
12,0.08405,-0.011481
12,0.08822,-0.01128
12,0.0925,-0.011122
12,0.0969,-0.011002
12,0.10141,-0.010911
12,0.10604,-0.010854
12,0.11079,-0.010807
12,0.11566,-0.010755
12,0.12066,-0.010709
12,0.12579,-0.010677
12,0.13104,-0.010649
12,0.13643,-0.010628
12,0.14196,-0.01061
12,0.14762,-0.010568
12,0.15343,-0.010511
12,0.15938,-0.010458
12,0.16548,-0.010409
12,0.17174,-0.010342
12,0.17814,-0.010245
12,0.18471,-0.010138
12,0.19144,-0.010041
12,0.19833,-0.009918
12,0.2054,-0.009764
12,0.21263,-0.009619
12,0.22005,-0.009463
12,0.22764,-0.009276
12,0.23542,-0.009095
12,0.24338,-0.008895
12,0.25154,-0.008676
12,0.25989,-0.008452
12,0.26844,-0.008247
12,0.2772,-0.007925
12,0.28617,-0.007926
12,0.29535,-0.007144
12,0.30429,-0.006967
12,0.31315,-0.007068
12,0.32226,-0.006702
12,0.33131,-0.006356
12,0.34031,-0.006081
12,0.34925,-0.00577
12,0.35813,-0.005455
12,0.36696,-0.00514
12,0.37573,-0.0048
12,0.38444,-0.004467
12,0.3931,-0.004123
12,0.4017,-0.003752
12,0.41024,-0.003397
12,0.41873,-0.00309
12,0.42716,-0.002797
12,0.43554,-0.002523
12,0.44386,-0.002277
12,0.45212,-0.002033
12,0.46033,-0.001796
12,0.46849,-0.001572
12,0.4766,-0.001361
12,0.48465,-0.001155
12,0.49264,-0.000967
12,0.50059,-0.000794
12,0.50848,-0.000636
12,0.51631,-0.000488
12,0.5241,-0.000349
12,0.53183,-0.000217
12,0.53952,-9.6e-05
12,0.54715,2.5e-05
12,0.55473,0.000131
12,0.56226,0.000225
12,0.56974,0.000306
12,0.57717,0.00038
12,0.58455,0.000446
12,0.59188,0.000502
12,0.59916,0.000552
12,0.60639,0.000595
12,0.61357,0.000632
12,0.62071,0.000664
12,0.62779,0.000693
12,0.63483,0.000719
12,0.64183,0.000741
12,0.64877,0.00076
12,0.65567,0.000778
12,0.66252,0.000793
12,0.66933,0.000806
12,0.67609,0.000818
12,0.6828,0.000828
12,0.68947,0.000838
12,0.6961,0.000846
12,0.70268,0.000852
12,0.70921,0.000858
12,0.71571,0.000864
12,0.72215,0.00087
12,0.72856,0.000875
12,0.73492,0.000879
12,0.74124,0.000883
12,0.74751,0.000887
12,0.75375,0.00089
12,0.75994,0.000893
12,0.76609,0.000896
12,0.77219,0.000898
12,0.77826,0.0009
12,0.78429,0.000902
12,0.79027,0.000904
12,0.79621,0.000905
12,0.80212,0.000907
12,0.80798,0.000908
12,0.81381,0.000909
12,0.81959,0.00091
12,0.82534,0.000911
12,0.83104,0.000912
12,0.83671,0.000913
12,0.84234,0.000914
12,0.84793,0.000915
12,0.85348,0.000917
12,0.859,0.000919
12,0.86448,0.00092
12,0.86992,0.000921
12,0.87532,0.000921
12,0.88069,0.000919
12,0.88602,0.000914
12,0.89131,0.000906
12,0.89657,0.000896
12,0.90179,0.000882
12,0.90698,0.000867
12,0.91213,0.000852
12,0.91725,0.000838
12,0.92233,0.000829
12,0.92738,0.000826
12,0.93239,0.000835
12,0.93737,0.000859
12,0.94231,0.000897
12,0.94722,0.000945
12,0.9521,0.000992
12,0.95694,0.001028
12,0.96176,0.00104
12,0.96653,0.001009
12,0.97128,0.000913
12,0.97599,0.000742
12,0.98067,0.000494
12,0.98532,0.000196
12,0.98994,-6.9e-05
12,0.99452,-0.000245
12,0.9984,0.000181
13,0.00014,-0.003977
13,0.00068,-0.008186
13,0.00142,-0.012055
13,0.00235,-0.015533
13,0.00344,-0.018363
13,0.00469,-0.020593
13,0.00607,-0.022178
13,0.00758,-0.02317
13,0.00921,-0.023813
13,0.01094,-0.024188
13,0.01278,-0.024211
13,0.01471,-0.02404
13,0.01674,-0.023748
13,0.01886,-0.023307
13,0.02107,-0.022699
13,0.02336,-0.02201
13,0.02575,-0.021293
13,0.02822,-0.020557
13,0.03078,-0.019811
13,0.03342,-0.019073
13,0.03615,-0.018331
13,0.03896,-0.017572
13,0.04187,-0.016806
13,0.04487,-0.016069
13,0.04795,-0.01535
13,0.05112,-0.014658
13,0.05439,-0.014017
13,0.05775,-0.013422
13,0.06121,-0.012885
13,0.06476,-0.012395
13,0.06841,-0.011975
13,0.07217,-0.011597
13,0.07602,-0.011251
13,0.07998,-0.010962
13,0.08405,-0.01073
13,0.08822,-0.010547
13,0.0925,-0.010407
13,0.0969,-0.010305
13,0.10141,-0.010232
13,0.10604,-0.01019
13,0.11079,-0.010156
13,0.11566,-0.010114
13,0.12066,-0.010077
13,0.12579,-0.010049
13,0.13104,-0.010024
13,0.13643,-0.01
