alpha,x_c,Cf_x_upper
13,0.14196,-0.009975
13,0.14762,-0.009924
13,0.15343,-0.009855
13,0.15938,-0.009787
13,0.16548,-0.00972
13,0.17174,-0.009634
13,0.17814,-0.009516
13,0.18471,-0.009387
13,0.19144,-0.009265
13,0.19833,-0.009116
13,0.2054,-0.008936
13,0.21263,-0.00876
13,0.22005,-0.008573
13,0.22764,-0.008352
13,0.23542,-0.008136
13,0.24338,-0.007898
13,0.25154,-0.007642
13,0.25989,-0.007371
13,0.26844,-0.007129
13,0.2772,-0.006732
13,0.28617,-0.006682
13,0.29535,-0.005881
13,0.30429,-0.005575
13,0.31315,-0.005605
13,0.32226,-0.005176
13,0.33131,-0.004743
13,0.34031,-0.004398
13,0.34925,-0.003994
13,0.35813,-0.003581
13,0.36696,-0.003163
13,0.37573,-0.002723
13,0.38444,-0.002293
13,0.3931,-0.001866
13,0.4017,-0.001426
13,0.41024,-0.001083
13,0.41873,-0.000806
13,0.42716,-0.000569
13,0.43554,-0.000357
13,0.44386,-0.000171
13,0.45212,1.8e-05
13,0.46033,0.000184
13,0.46849,0.000324
13,0.4766,0.000442
13,0.48465,0.000538
13,0.49264,0.000622
13,0.50059,0.000688
13,0.50848,0.000743
13,0.51631,0.000789
13,0.5241,0.000827
13,0.53183,0.00086
13,0.53952,0.000887
13,0.54715,0.00091
13,0.55473,0.00093
13,0.56226,0.000946
13,0.56974,0.000961
13,0.57717,0.000973
13,0.58455,0.000984
13,0.59188,0.000993
13,0.59916,0.001
13,0.60639,0.001008
13,0.61357,0.001015
13,0.62071,0.001022
13,0.62779,0.001027
13,0.63483,0.001032
13,0.64183,0.001037
13,0.64877,0.001041
13,0.65567,0.001044
13,0.66252,0.001047
13,0.66933,0.00105
13,0.67609,0.001052
13,0.6828,0.001053
13,0.68947,0.001055
13,0.6961,0.001056
13,0.70268,0.001057
13,0.70921,0.001057
13,0.71571,0.001058
13,0.72215,0.001057
13,0.72856,0.001057
13,0.73492,0.001055
13,0.74124,0.001054
13,0.74751,0.001053
13,0.75375,0.001051
13,0.75994,0.001049
13,0.76609,0.001048
13,0.77219,0.001048
13,0.77826,0.001048
13,0.78429,0.001049
13,0.79027,0.001051
13,0.79621,0.001052
13,0.80212,0.001053
13,0.80798,0.001052
13,0.81381,0.001049
13,0.81959,0.001041
13,0.82534,0.001025
13,0.83104,0.001
13,0.83671,0.000968
13,0.84234,0.000928
13,0.84793,0.00088
13,0.85348,0.000826
13,0.859,0.000766
13,0.86448,0.000705
13,0.86992,0.000643
13,0.87532,0.000583
13,0.88069,0.000526
13,0.88602,0.000475
13,0.89131,0.000431
13,0.89657,0.000401
13,0.90179,0.00039
13,0.90698,0.000406
13,0.91213,0.000469
13,0.91725,0.000595
13,0.92233,0.000791
13,0.92738,0.001033
13,0.93239,0.001276
13,0.93737,0.001488
13,0.94231,0.001655
13,0.94722,0.001759
13,0.9521,0.001795
13,0.95694,0.001735
13,0.96176,0.001576
13,0.96653,0.001307
13,0.97128,0.000911
13,0.97599,0.000419
13,0.98067,-9.6e-05
13,0.98532,-0.000719
13,0.98994,-0.001051
13,0.99452,-0.001534
13,0.9984,-0.000963
